id1,affil1,affil_tokens,affil_tokens_labeled
7890,"City University of Hong Kong, Hong Kong, China",City University of Hong Kong; Hong Kong; China,City University of Hong Kong<ORG>; Hong Kong<GPE>; China<GPE>
9292,"City University of Hong Kong, Kowloon, Hong Kong",City University of Hong Kong; Kowloon; Hong Kong,City University of Hong Kong<ORG>; Kowloon<GPE>; Hong Kong<GPE>
9284,"Clausthal University of Technology, Clausthal-Zellerfeld, Germany",Clausthal University of Technology; Clausthal-Zellerfeld; Germany,Clausthal University of Technology<ORG>; Clausthal-Zellerfeld<GPE>; Germany<GPE>
3862,Clustra AS,Clustra AS,Clustra AS<PERSON>
3487,"Clustra, Trondheim, Norway",Clustra; Trondheim; Norway,Clustra<GPE>; Trondheim<GPE>; Norway<GPE>
3406,CMU,CMU,CMU<ORG>
3561,CNAM,CNAM,CNAM<ORG>
3763,CNAM Paris,CNAM; Paris,CNAM<ORG>; Paris<GPE>
2872,"CNAM, France",CNAM; France,CNAM<ORG>; France<GPE>
7938,"College of Business Administration, University of Cincinnati",College of Business Administration; University of Cincinnati,College of Business Administration<ORG>; University of Cincinnati<ORG>
691,"College of Computer and Information Science, Northeastern University, Boston, MA",College of Computer and Information Science; Northeastern University; Boston; MA,College of Computer and Information Science<ORG>; Northeastern University<ORG>; Boston<GPE>; MA<GPE>
8176,"College of Computer and Information Science, Northeastern University, USA",College of Computer and Information Science; Northeastern University; USA,College of Computer and Information Science<ORG>; Northeastern University<ORG>; USA<GPE>
6634,"College of Computing, Georgia Institute of Technology",College of Computing; Georgia Institute of Technology,College of Computing<ORG>; Georgia Institute of Technology<ORG>
7960,"College of Computing, Georgia Institute of Technology, 801 Atlantic Drive, GA, 30332-0280, Atlanta, USA",College of Computing; Georgia Institute of Technology; GA; 30332; Atlanta; USA,College of Computing<ORG>; Georgia Institute of Technology<ORG>; GA<GPE>; 30332<CARDINAL>; Atlanta<GPE>; USA<GPE>
8587,"College of Computing, Georgia Institute of Technology, Atlanta, USA",College of Computing; Georgia Institute of Technology; Atlanta; USA,College of Computing<ORG>; Georgia Institute of Technology<ORG>; Atlanta<GPE>; USA<GPE>
1211,"College of Engineering, School of Computer Engineering, Nanyang Technological University, Singapore",College of Engineering; School of Computer Engineering; Nanyang Technological University; Singapore,College of Engineering<ORG>; School of Computer Engineering<ORG>; Nanyang Technological University<ORG>; Singapore<GPE>
7880,"College of Information Science and Technology, Drexel University, 3141 Chestnut Street, Philadelphia, PA 19104-2875, USA",College of Information Science and Technology; Drexel University; 3141; Philadelphia; PA; 19104-2875; USA,College of Information Science and Technology<ORG>; Drexel University<ORG>; 3141<CARDINAL>; Philadelphia<GPE>; PA<GPE>; 19104-2875<CARDINAL>; USA<GPE>
1161,"College of Information Science and Technology, Drexel University, Philadelphia, Pennsylvania",College of Information Science and Technology; Drexel University; Philadelphia; Pennsylvania,College of Information Science and Technology<ORG>; Drexel University<ORG>; Philadelphia<GPE>; Pennsylvania<GPE>
8545,"College of Information Science and Technology, Drexel University, Philadelphia, USA 19104",College of Information Science and Technology; Drexel University; Philadelphia; USA; 19104,College of Information Science and Technology<ORG>; Drexel University<ORG>; Philadelphia<GPE>; USA<GPE>; 19104<CARDINAL>
861,"College of Information Sciences and Technology, The Pennsylvania State University, University Park, PA",College of Information Sciences and Technology; The Pennsylvania State University; University Park; PA,College of Information Sciences and Technology<ORG>; The Pennsylvania State University<ORG>; University Park<GPE>; PA<GPE>
865,"College of Information Sciences and Technology, The Pennsylvania State University, University Park, PA and Department of Computer Science and Engineering, The Pennsylvania State University, University Park, PA",College of Information Sciences and Technology; The Pennsylvania State University; University Park; PA; Department of Computer Science and Engineering,College of Information Sciences and Technology<ORG>; The Pennsylvania State University<ORG>; University Park<GPE>; PA<GPE>; Department of Computer Science and Engineering<ORG>
12,Columbia University,Columbia University,Columbia University<ORG>
9237,"Columbia University, New York",Columbia University; New York,Columbia University<ORG>; New York<GPE>
8004,"Columbia University, New York, New York",Columbia University; New York,Columbia University<ORG>; New York<GPE>
479,"Columbia University, New York, NY",Columbia University; New York; NY,Columbia University<ORG>; New York<GPE>; NY<GPE>
6026,"Columbia University, New York, NY, USA",Columbia University; New York; NY; USA,Columbia University<ORG>; New York<GPE>; NY<GPE>; USA<GPE>
2935,"Columbia University, NYC, NY",Columbia University; NYC; NY,Columbia University<ORG>; NYC<GPE>; NY<GPE>
968,"Comp. Eng. Dept, Bilkent University, Ankara, Turkey",Comp.; Bilkent University; Ankara; Turkey,Comp.<ORG>; Bilkent University<ORG>; Ankara<GPE>; Turkey<GPE>
1503,"Comp. Sci. Div, Dept EECS, UC Berkeley, Berkeley, CA",Comp. Sci. Div; EECS; UC Berkeley; Berkeley; CA,Comp. Sci. Div<ORG>; EECS<ORG>; UC Berkeley<ORG>; Berkeley<GPE>; CA<GPE>
6483,"Compaq SRC, Palo Alto, CA",Compaq SRC; Palo Alto; CA,Compaq SRC<ORG>; Palo Alto<GPE>; CA<GPE>
7580,Compaq Systems Research Center,Compaq Systems Research Center,Compaq Systems Research Center<ORG>
3497,"Compaq, Il, USA",Compaq; Il; USA,Compaq<ORG>; Il<GPE>; USA<GPE>
6752,"Computer & Information Science Department, University of Pennsylvania, 200 South 33rd Street, Philadelphia, PA",Computer & Information Science Department; University of Pennsylvania; 200; Philadelphia; PA,Computer & Information Science Department<ORG>; University of Pennsylvania<ORG>; 200<CARDINAL>; Philadelphia<GPE>; PA<GPE>
9267,"Computer and Information Science and Engineering Department, University of Florida, Gainesville, USA 32611",Computer and Information Science and Engineering Department; University of Florida; Gainesville; USA; 32611,Computer and Information Science and Engineering Department<ORG>; University of Florida<ORG>; Gainesville<GPE>; USA<GPE>; 32611<CARDINAL>
8795,"Computer and Information Science and Engineering, University of Florida, Gainesville, USA 32611",Computer and Information Science and Engineering; University of Florida; Gainesville; USA; 32611,Computer and Information Science and Engineering<ORG>; University of Florida<ORG>; Gainesville<GPE>; USA<GPE>; 32611<CARDINAL>
7881,"Computer Engineering and Informatics, University of Patras, Greece",Computer Engineering and Informatics; University of Patras; Greece,Computer Engineering and Informatics<ORG>; University of Patras<ORG>; Greece<GPE>
1925,"Computer Laboratory, University of Cambridge",Computer Laboratory; University of Cambridge,Computer Laboratory<ORG>; University of Cambridge<ORG>
2075,"Computer Science & Engineering Department, University of California, Riverside, Riverside, CA",Computer Science & Engineering Department; University of California; Riverside; CA,Computer Science & Engineering Department<ORG>; University of California<ORG>; Riverside<GPE>; CA<GPE>
1126,"Computer Science & Engineering, Indian Institute of Technology, Mumbai, India",Computer Science & Engineering; Indian Institute of Technology; Mumbai; India,Computer Science & Engineering<ORG>; Indian Institute of Technology<ORG>; Mumbai<GPE>; India<GPE>
2176,"Computer Science and Artificial Intelligence Lab., Massachusetts Institute of Technology",Computer Science and Artificial Intelligence Lab; Massachusetts Institute of Technology,Computer Science and Artificial Intelligence Lab<ORG>; Massachusetts Institute of Technology<ORG>
1292,"Computer Science and Engg. Dept., I.I.T., Bombay",Computer Science and Engg. Dept; I.I.T.; Bombay,Computer Science and Engg. Dept<ORG>; I.I.T.<ORG>; Bombay<GPE>
6477,"Computer Science and Engg., Tndian Institiue of Technology, Mumbai 400076,INDIA",Computer Science and Engg.; Tndian Institiue of Technology; Mumbai,Computer Science and Engg.<ORG>; Tndian Institiue of Technology<ORG>; Mumbai<GPE>
7744,"Computer Science and Engineering Department, Arizona State University, Tempe, AZ 85287-5406, USA; e-mail: candan@asu.edu",Computer Science and Engineering Department; Arizona State University; Tempe; AZ; 85287; USA,Computer Science and Engineering Department<ORG>; Arizona State University<ORG>; Tempe<GPE>; AZ<GPE>; 85287<CARDINAL>; USA<GPE>
8823,"Computer Science and Engineering Department, State University of New York at Buffalo, Amherst, USA 14260",Computer Science and Engineering Department; State University of New York at Buffalo; Amherst; USA; 14260,Computer Science and Engineering Department<ORG>; State University of New York at Buffalo<ORG>; Amherst<GPE>; USA<GPE>; 14260<CARDINAL>
7892,"Computer Science and Engineering Department, University of California, Riverside, CA",Computer Science and Engineering Department; University of California; Riverside; CA,Computer Science and Engineering Department<ORG>; University of California<ORG>; Riverside<GPE>; CA<GPE>
8868,"Computer Science and Engineering, Arizona State University, Tempe, USA",Computer Science and Engineering; Arizona State University; Tempe; USA,Computer Science and Engineering<ORG>; Arizona State University<ORG>; Tempe<GPE>; USA<GPE>
6519,Computer Science Department Carnegie Mellon University,Computer Science Department; Carnegie Mellon University,Computer Science Department<ORG>; Carnegie Mellon University<ORG>
8338,"Computer Science Department, Boston University, USA",Computer Science Department; Boston University; USA,Computer Science Department<ORG>; Boston University<ORG>; USA<GPE>
1824,"Computer Science Department, Brown University",Computer Science Department; Brown University,Computer Science Department<ORG>; Brown University<ORG>
943,"Computer Science Department, Carnegie Mellon University, Pittsburgh",Computer Science Department; Carnegie Mellon University; Pittsburgh,Computer Science Department<ORG>; Carnegie Mellon University<ORG>; Pittsburgh<GPE>
1462,"Computer Science Department, Carnegie Mellon University, Pittsburgh, PA",Computer Science Department; Carnegie Mellon University; Pittsburgh; PA,Computer Science Department<ORG>; Carnegie Mellon University<ORG>; Pittsburgh<GPE>; PA<GPE>
8062,"Computer Science Department, Carnegie Mellon University, USA",Computer Science Department; Carnegie Mellon University; USA,Computer Science Department<ORG>; Carnegie Mellon University<ORG>; USA<GPE>
1451,"Computer Science Department, Center for Automation Research and Institute for Advanced Computer Studies, University of Maryland at College Park",Computer Science Department; Center for Automation Research; Institute for Advanced Computer Studies; University of Maryland,Computer Science Department<ORG>; Center for Automation Research<ORG>; Institute for Advanced Computer Studies<ORG>; University of Maryland<ORG>
7805,"Computer Science Department, Center for Automation Research, and Institute for Advanced Computer Studies, University of Maryland, College Park, Maryland 20742, USA; e-mail: hjs&commat;cs.umd.edu",Computer Science Department; Center for Automation Research; Institute for Advanced Computer Studies; University of Maryland; College Park; Maryland; 20742; USA,Computer Science Department<ORG>; Center for Automation Research<ORG>; Institute for Advanced Computer Studies<ORG>; University of Maryland<ORG>; College Park<GPE>; Maryland<GPE>; 20742<CARDINAL>; USA<GPE>
6957,"Computer Science Department, Columbia University",Computer Science Department; Columbia University,Computer Science Department<ORG>; Columbia University<ORG>
7942,"Computer Science Department, Duke University, USA",Computer Science Department; Duke University; USA,Computer Science Department<ORG>; Duke University<ORG>; USA<GPE>
1810,"Computer Science Department, Hong Kong Univ. of Science and Technology, Hong Kong",Computer Science Department; Hong Kong; Univ. of Science and Technology,Computer Science Department<ORG>; Hong Kong<GPE>; Univ. of Science and Technology<ORG>
8588,"Computer Science Department, Illinois Institute of Technology, Chicago, USA",Computer Science Department; Illinois Institute of Technology; Chicago; USA,Computer Science Department<ORG>; Illinois Institute of Technology<ORG>; Chicago<GPE>; USA<GPE>
842,"Computer Science Department, Indiana University, Bloomington",Computer Science Department; Indiana University; Bloomington,Computer Science Department<ORG>; Indiana University<ORG>; Bloomington<GPE>
6709,"Computer Science Department, Stanford University",Computer Science Department; Stanford University,Computer Science Department<ORG>; Stanford University<ORG>
7883,"Computer Science Department, Stanford University, Stanford CA 94305, USA",Computer Science Department; Stanford University; Stanford; 94305; USA,Computer Science Department<ORG>; Stanford University<ORG>; Stanford<GPE>; 94305<CARDINAL>; USA<GPE>
630,"Computer Science Department, Stanford University, Stanford, CA",Computer Science Department; Stanford University; Stanford; CA,Computer Science Department<ORG>; Stanford University<ORG>; Stanford<GPE>; CA<GPE>
7857,"Computer Science Department, Stanford University, Stanford, CA 94305, USA; E-mail: hector@db.stanford.edu",Computer Science Department; Stanford University; Stanford; CA; USA,Computer Science Department<ORG>; Stanford University<ORG>; Stanford<GPE>; CA<GPE>; USA<GPE>
9300,"Computer Science Department, Stanford University, Stanford, USA 94305",Computer Science Department; Stanford University; Stanford; USA; 94305,Computer Science Department<ORG>; Stanford University<ORG>; Stanford<GPE>; USA<GPE>; 94305<CARDINAL>
7943,"Computer Science Department, Stanford University, USA",Computer Science Department; Stanford University; USA,Computer Science Department<ORG>; Stanford University<ORG>; USA<GPE>
6866,"Computer Science Department, TECHNION - Israel Institute of Technology, Technion City, Haifa 32000, Israel",Computer Science Department; TECHNION; Israel Institute of Technology; Technion City; Haifa; 32000; Israel,Computer Science Department<ORG>; TECHNION<ORG>; Israel Institute of Technology<ORG>; Technion City<GPE>; Haifa<GPE>; 32000<CARDINAL>; Israel<GPE>
8766,"Computer Science Department, Technion--Israel Institute of Technology, Haifa, Israel",Computer Science Department; Technion; Israel Institute of Technology; Haifa; Israel,Computer Science Department<ORG>; Technion<ORG>; Israel Institute of Technology<ORG>; Haifa<GPE>; Israel<GPE>
7815,"Computer Science Department, Tel Aviv University, Ramat Aviv, Tel Aviv 69978, Israel; E-mail: {anate, milo}@math.tau.ac.il",Computer Science Department; Tel Aviv University; Ramat Aviv; Tel Aviv; 69978; Israel,Computer Science Department<ORG>; Tel Aviv University<ORG>; Ramat Aviv<GPE>; Tel Aviv<GPE>; 69978<CARDINAL>; Israel<GPE>
8125,"Computer Science Department, University of Arizona, USA",Computer Science Department; University of Arizona; USA,Computer Science Department<ORG>; University of Arizona<ORG>; USA<GPE>
8514,"Computer Science Department, University of California at Santa Barbara, USA",Computer Science Department; University of California at Santa Barbara; USA,Computer Science Department<ORG>; University of California at Santa Barbara<ORG>; USA<GPE>
1964,"Computer Science Department, University of California, Berkeley, CA",Computer Science Department; University of California; Berkeley; CA,Computer Science Department<ORG>; University of California<ORG>; Berkeley<GPE>; CA<GPE>
8888,"Computer Science Department, University of California, Los Angeles, Los Angeles, USA 90095",Computer Science Department; University of California; Los Angeles; USA; 90095,Computer Science Department<ORG>; University of California<ORG>; Los Angeles<GPE>; USA<GPE>; 90095<CARDINAL>
7715,"Computer Science Department, University of California, Riverside, California 92521, USA; e-mail: tsotras@cs.ucr.edu",Computer Science Department; University of California; Riverside; California; 92521; USA,Computer Science Department<ORG>; University of California<ORG>; Riverside<GPE>; California<GPE>; 92521<CARDINAL>; USA<GPE>
8337,"Computer Science Department, University of California, USA",Computer Science Department; University of California; USA,Computer Science Department<ORG>; University of California<ORG>; USA<GPE>
7856,"Computer Science Department, University of Illinois at Urbana-Champaign, Urbana, IL 61801, USA; e-mail: kcchang@cs.uiuc.edu",Computer Science Department; University of Illinois at Urbana-Champaign; Urbana; IL; 61801; USA,Computer Science Department<ORG>; University of Illinois at Urbana-Champaign<ORG>; Urbana<GPE>; IL<GPE>; 61801<CARDINAL>; USA<GPE>
9260,"Computer Science Department, University of Illinois, Chicago, USA 60607",Computer Science Department; University of Illinois; Chicago; USA; 60607,Computer Science Department<ORG>; University of Illinois<ORG>; Chicago<GPE>; USA<GPE>; 60607<CARDINAL>
6924,"Computer Science Department, University of Maryland, College Park, Maryland",Computer Science Department; University of Maryland; College Park; Maryland,Computer Science Department<ORG>; University of Maryland<ORG>; College Park<GPE>; Maryland<GPE>
2043,"Computer Science Department, University of Maryland, College Park, MD",Computer Science Department; University of Maryland; College Park; MD,Computer Science Department<ORG>; University of Maryland<ORG>; College Park<GPE>; MD<GPE>
9489,"Computer Science Department, University of Maryland, College Park, USA 20742",Computer Science Department; University of Maryland; College Park; USA; 20742,Computer Science Department<ORG>; University of Maryland<ORG>; College Park<GPE>; USA<GPE>; 20742<CARDINAL>
6521,"Computer Science Department, University of Sao Paulo at Sao Carlos - Brazil",Computer Science Department; University of Sao Paulo; Brazil,Computer Science Department<ORG>; University of Sao Paulo<ORG>; Brazil<GPE>
723,"Computer Science Department, University of Southern California, Los Angeles, CA",Computer Science Department; University of Southern California; Los Angeles; CA,Computer Science Department<ORG>; University of Southern California<ORG>; Los Angeles<GPE>; CA<GPE>
8756,"Computer Science Department, University of Southern California, Los Angeles, USA 90089-0781",Computer Science Department; University of Southern California; Los Angeles; USA; 90089,Computer Science Department<ORG>; University of Southern California<ORG>; Los Angeles<GPE>; USA<GPE>; 90089<CARDINAL>
8160,"Computer Science Department, University of Southern California, USA",Computer Science Department; University of Southern California; USA,Computer Science Department<ORG>; University of Southern California<ORG>; USA<GPE>
1314,"Computer Science Department, University of Stuttgart, Stuttgart, Germany",Computer Science Department; University of Stuttgart; Stuttgart; Germany,Computer Science Department<ORG>; University of Stuttgart<ORG>; Stuttgart<GPE>; Germany<GPE>
7872,"Computer Science Department, University of Twente, P.O. Box 217, 7500 AE Enschede, The Netherlands; E-mail: {grefen,vonk,apers}@cs.utwente.nl",Computer Science Department; University of Twente; 217; The Netherlands,Computer Science Department<ORG>; University of Twente<ORG>; 217<CARDINAL>; The Netherlands<GPE>
8674,"Computer Science Department, Virginia Tech, Blacksburg, USA 24060",Computer Science Department; Virginia Tech; Blacksburg; USA; 24060,Computer Science Department<ORG>; Virginia Tech<ORG>; Blacksburg<GPE>; USA<GPE>; 24060<CARDINAL>
